run	Rate	curr	pcal	hcal	hcer	aero	htrack	ptrack	TLT	boil	fadc	total	hgcer_rf_later	note fadc does not include htrig3 rate
6405	140.9	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9931	0.9894	0.9930	0.8744		
6406	140.9	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9931	0.9894	0.9930	0.8744		
6407	265.1	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9884	0.9894	0.9867	0.8648		
6408	265.0	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9884	0.9894	0.9867	0.8648		
6410	483.0	12.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9968	0.9759	0.8544		
6411	481.0	12.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9802	0.9968	0.9759	0.8546		
6412	481.5	12.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9968	0.9759	0.8545		
6413	519.8	13.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9787	0.9966	0.9740	0.8514		
6415	520.5	13.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9787	0.9966	0.9740	0.8513		
6416	519.4	13.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9787	0.9966	0.9740	0.8514		
6417	522.7	13.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9786	0.9966	0.9739	0.8511		
6419	466.2	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9807	0.9813	0.9767	0.8424		
6421	466.7	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9807	0.9813	0.9767	0.8424		
6422	466.2	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9807	0.9813	0.9767	0.8424		
6423	44.4	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9968	0.9894	0.9978	0.8819		
6425	44.4	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9968	0.9894	0.9978	0.8819		
6426	44.4	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9968	0.9894	0.9978	0.8819		
6427	86.6	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9952	0.9894	0.9957	0.8786		
6428	86.4	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9952	0.9894	0.9957	0.8786		
6429	530.1	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9783	0.9894	0.9735	0.8445		
6430	530.3	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9783	0.9894	0.9735	0.8444		
6431	530.4	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9783	0.9894	0.9735	0.8444		
6432	401.4	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9832	0.9920	0.9799	0.8566		
6433	269.7	20.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9882	0.9947	0.9865	0.8691		
6434	525.6	20.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9785	0.9947	0.9737	0.8494		
6435	475.2	18.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9804	0.9953	0.9762	0.8537		
6436	475.4	18.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9804	0.9953	0.9762	0.8537		
6439	165.7	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9922	0.9894	0.9917	0.8725		
6440	166.1	41.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9922	0.9893	0.9917	0.8723		
6441	308.0	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9868	0.9894	0.9846	0.8615		
6442	308.0	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9868	0.9894	0.9846	0.8615		
6443	478.2	9.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9803	0.9975	0.9761	0.8553		
6444	482.4	9.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9975	0.9759	0.8550		
6445	480.3	9.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9802	0.9975	0.9760	0.8552		
6446	482.0	9.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9975	0.9759	0.8550		
6447	481.4	9.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9975	0.9759	0.8551		
6448	480.8	9.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9802	0.9975	0.9760	0.8551		
6451	230.5	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9897	0.9841	0.9885	0.8628		
6452	230.6	61.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9897	0.9839	0.9885	0.8627		
6453	230.6	61.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9897	0.9839	0.9885	0.8627		
6454	23.7	41.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9976	0.9893	0.9988	0.8834		
6455	23.3	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9976	0.9894	0.9988	0.8836		
6456	41.1	41.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9969	0.9893	0.9979	0.8821		
6459	447.7	66.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9814	0.9826	0.9776	0.8449		
6460	446.4	66.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9815	0.9826	0.9777	0.8450		
6461	380.3	56.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9840	0.9854	0.9810	0.8524		
6462	333.0	49.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9858	0.9872	0.9833	0.8576		
6463	243.8	35.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9892	0.9907	0.9878	0.8676		
6464	243.3	35.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9892	0.9907	0.9878	0.8676		
6465	489.9	37.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9798	0.9902	0.9755	0.8482		
6466	489.8	37.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9798	0.9902	0.9755	0.8482		
6467	490.1	37.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9798	0.9902	0.9755	0.8482		
6468	75.0	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9956	0.9894	0.9963	0.8795		
6469	74.9	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9956	0.9894	0.9963	0.8795		
6470	74.9	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9956	0.9894	0.9963	0.8795		
6471	140.2	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9932	0.9894	0.9930	0.8745		
6472	140.3	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9932	0.9894	0.9930	0.8745		
6473	493.1	19.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9797	0.9950	0.9753	0.8521		
6474	492.0	19.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9797	0.9950	0.9754	0.8522		
6475	492.6	19.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9797	0.9950	0.9754	0.8521		
6476	493.5	19.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9797	0.9950	0.9753	0.8520		
6477	492.7	19.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9797	0.9950	0.9754	0.8521		
6478	492.9	19.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9797	0.9950	0.9754	0.8521		
6479	493.1	19.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9797	0.9950	0.9753	0.8521		
6486	191.8	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9912	0.9841	0.9904	0.8658		
6487	19.6	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9978	0.9894	0.9990	0.8838		
6488	35.7	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9971	0.9894	0.9982	0.8826		
6489	359.8	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9848	0.9841	0.9820	0.8529		
6490	485.2	42.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9800	0.9889	0.9757	0.8474		
6491	484.3	42.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9800	0.9889	0.9758	0.8475		
6493	484.3	42.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9800	0.9889	0.9758	0.8475		
6494	66.0	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9960	0.9894	0.9967	0.8802		
6495	121.4	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9939	0.9894	0.9939	0.8759		
6496	447.9	20.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9814	0.9947	0.9776	0.8553		
6497	449.3	20.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9814	0.9947	0.9775	0.8552		
6498	451.3	20.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9813	0.9947	0.9774	0.8551		
6499	449.7	20.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9814	0.9947	0.9775	0.8552		
6500	425.1	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9823	0.9841	0.9787	0.8479		
6501	460.1	66.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9810	0.9828	0.9770	0.8441		
6502	50.7	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9966	0.9894	0.9975	0.8814		
6503	96.3	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9948	0.9894	0.9952	0.8779		
6504	96.7	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9948	0.9894	0.9952	0.8778		
6506	489.0	35.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9799	0.9907	0.9755	0.8487		
6507	490.0	35.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9798	0.9907	0.9755	0.8486		
6509	490.9	18.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9798	0.9953	0.9755	0.8525		
6510	490.8	18.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9798	0.9953	0.9755	0.8525		
6512	179.2	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9917	0.9894	0.9910	0.8714		
6513	317.8	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9864	0.9894	0.9841	0.8607		
6514	493.1	10.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9797	0.9973	0.9753	0.8541		
6515	497.6	10.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9795	0.9973	0.9751	0.8537		
6516	499.4	10.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9795	0.9973	0.9750	0.8536		
6517	497.8	10.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9795	0.9973	0.9751	0.8537		
6518	426.2	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9823	0.9841	0.9787	0.8478		
6519	462.1	66.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9809	0.9828	0.9769	0.8440		
6520	461.5	66.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9809	0.9828	0.9769	0.8440		
6521	45.1	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9968	0.9894	0.9977	0.8819		
6522	28.2	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9974	0.9894	0.9986	0.8832		
6523	28.2	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9974	0.9894	0.9986	0.8832		
6524	299.0	66.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9871	0.9828	0.9851	0.8564		
6525	298.6	66.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9871	0.9828	0.9851	0.8564		
6526	299.0	66.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9871	0.9828	0.9850	0.8564		
6527	475.6	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9804	0.9841	0.9762	0.8441		
6528	475.4	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9804	0.9841	0.9762	0.8441		
6529	475.4	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9804	0.9841	0.9762	0.8441		
6531	46.9	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9967	0.9894	0.9977	0.8817		
6532	47.0	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9967	0.9894	0.9976	0.8817		
6533	87.5	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9952	0.9894	0.9956	0.8786		
6534	87.8	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9952	0.9894	0.9956	0.8785		
6535	489.2	35.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9799	0.9907	0.9755	0.8487		
6536	488.9	35.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9799	0.9907	0.9756	0.8487		
6537	485.2	45.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9800	0.9881	0.9757	0.8468		
6538	68.3	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9959	0.9894	0.9966	0.8801		
6539	124.5	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9938	0.9894	0.9938	0.8757		
6541	503.2	25.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9793	0.9934	0.9748	0.8500		
6542	481.1	13.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9802	0.9966	0.9759	0.8543		
6543	478.8	13.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9802	0.9966	0.9761	0.8545		
6544	220.5	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9901	0.9894	0.9890	0.8682		
6545	438.3	70.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9818	0.9817	0.9781	0.8449		
6546	37.4	39.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9971	0.9897	0.9981	0.8827		
6547	62.0	39.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9961	0.9897	0.9969	0.8808		
6548	482.6	44.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9884	0.9759	0.8472		
6549	481.9	44.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9884	0.9759	0.8473		
6550	482.6	24.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9936	0.9759	0.8517		
6551	491.6	24.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9798	0.9936	0.9754	0.8510		
6552	109.9	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9943	0.9894	0.9945	0.8768		
7593	91.9	51.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9950	0.9867	0.9954	0.8758		
7594	91.7	51.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9950	0.9867	0.9954	0.8758		
7595	91.6	51.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9950	0.9867	0.9954	0.8758		
7596	91.7	51.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9950	0.9867	0.9954	0.8758		
7597	91.7	51.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9950	0.9867	0.9954	0.8758		
7599	11.6	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9981	0.9894	0.9994	0.8845		
7600	11.6	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9981	0.9894	0.9994	0.8845		
7601	11.7	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9981	0.9894	0.9994	0.8845		
7602	11.6	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9981	0.9894	0.9994	0.8845		
7603	11.7	41.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9981	0.9893	0.9994	0.8843		
7604	11.7	41.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9981	0.9893	0.9994	0.8843		
7605	22.1	41.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9977	0.9893	0.9989	0.8835		
7606	22.0	41.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9977	0.9893	0.9989	0.8835		
7607	22.1	41.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9977	0.9893	0.9989	0.8835		
7608	182.3	51.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9916	0.9867	0.9909	0.8688		
7609	182.3	51.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9915	0.9867	0.9909	0.8688		
7610	180.0	51.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9916	0.9865	0.9910	0.8689		
7611	372.0	51.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9843	0.9867	0.9814	0.8542		
7612	372.3	51.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9843	0.9867	0.9814	0.8542		
7613	372.4	51.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9843	0.9867	0.9814	0.8542		
7614	372.5	51.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9843	0.9867	0.9814	0.8542		
